id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32550997,“The Villa” A cozy get away.,176072511,Jane & Bert,,Weston,26.13404,-80.40122,Private room,60,3,9,2022-01-18,0.20,1,26,1,
31354780,"Sunny South Florida is waiting for you, come stay",234769891,Denisa,,Deerfield Beach,26.27976,-80.14161,Entire home/apt,150,4,162,2022-11-08,3.37,1,272,29,
31354854,"LOCATION, LOCATION, LOC - You know the rest ;-)",14501987,Andy,,Fort Lauderdale,26.1598,-80.10228,Entire home/apt,286,120,0,,,21,365,0,
32048391,1BR/1BATH Ocean View Apt at HYDE Resort!,148537888,Dianh,,Hollywood,25.98697,-80.11821,Private room,634,2,1,2020-01-20,0.03,17,0,0,
32049686,"Fully renovated unit,minutes away from the beach02",59053818,Gregory,,Hallandale Beach,25.98599,-80.12793,Private room,170,7,0,,,3,180,0,
32551995,"Modern resort-style condo - steps from the beach, near Fort Lauderdale",145210617,Vacasa Florida,,Pompano Beach,26.25322,-80.087,Entire home/apt,133,2,10,2022-11-25,0.23,29,363,2,
32049927,Renovated 1 bdr unit + kitchen at Knights inn 61,59053818,Gregory,,Hallandale Beach,25.98671,-80.12833,Private room,207,7,1,2019-04-03,0.02,3,180,0,
32050481,Renovated 1 bdr unit at Knights Inn+ kitchen 84,59053818,Gregory,,Hallandale Beach,25.98738,-80.12848,Private room,207,7,0,,,3,180,0,
32094240,Cozy room at Fort Lauderdale.,5514632,Tony,,Lauderdale Lakes,26.16688,-80.1928,Private room,35,1,30,2020-02-10,0.64,12,149,0,
32555553,1 Bedroom Condo at Sea Garden Resort in FL,107559785,Dominic,,Pompano Beach,26.24345,-80.08821,Entire home/apt,259,1,0,,,4,308,0,
31373927,Sawgrass mall 1 Bed / 1 Bath,55406399,Nancy,,Sunrise,26.1745,-80.28123,Private room,40,2,58,2020-03-04,1.25,1,330,0,
31403830,SEAVIEW! Beautiful apartment on the beach 1B/1B,216221964,Horacio,,Hollywood,25.98941,-80.11925,Entire home/apt,184,5,44,2022-04-30,0.94,2,262,9,
32094271,Comfy Bedroom at Fort Lauderdale.,5514632,Tony,,Lauderdale Lakes,26.16764,-80.19213,Private room,70,1,24,2020-03-11,0.51,12,150,0,
32555693,1 Bedroom at Royal Vista Resort,107559785,Dominic,,Pompano Beach,26.22215,-80.09155,Entire home/apt,292,1,4,2022-03-15,0.11,4,308,1,
32104564,Step from the beach # 1,152162156,Amnon,,Fort Lauderdale,26.13272,-80.10354,Entire home/apt,238,1,221,2022-12-18,4.72,12,87,65,
32556160,Exotic Vacay- The Paradise Experience,56214073,Aminata,,Fort Lauderdale,26.20261,-80.19438,Entire home/apt,497,1,1,2020-02-03,0.03,4,328,0,
31404084,Beach Front near Boca Raton and Ft. Lauderdale 201,156445375,Vincent,,Deerfield Beach,26.31473,-80.0763,Entire home/apt,381,7,9,2022-11-26,0.39,4,256,2,
32105046,Step from the beach # 4,152162156,Amnon,,Fort Lauderdale,26.13224,-80.10521,Entire home/apt,226,1,178,2022-12-25,3.81,12,94,53,
32105173,Minute from the beach # 6,152162156,Amnon,,Fort Lauderdale,26.13059,-80.1048,Entire home/apt,133,1,176,2022-12-15,3.75,12,168,47,
32114944,Nauti Beachy Home- 4 beds/sleeps 8,240785790,Jay,,Fort Lauderdale,26.14309,-80.16513,Entire home/apt,300,1,4,2022-01-01,0.09,2,342,1,
31409022,"107 Ocean Front,  between  Boca and Ft. Lauderdale",156445375,Vincent,,Deerfield Beach,26.31311,-80.07646,Entire home/apt,344,7,8,2022-07-30,0.37,4,289,3,
31409337,"108 Ocean front, minutes to Ft Lauderdale and Boca",156445375,Vincent,,Deerfield Beach,26.31406,-80.07627,Entire home/apt,408,7,6,2022-12-13,0.25,4,236,3,
32569138,Yellow “ beach” house,186994636,Natalia,,Deerfield Beach,26.31038,-80.09144,Entire home/apt,357,3,7,2022-03-13,0.23,1,270,3,
32138138,Spectacular Mansion! 7BR with Pool & Jacuzzi,65656643,Berel,,Hollywood,26.0145,-80.13304,Entire home/apt,645,2,21,2021-08-23,0.46,6,120,0,
32569779,Zen Vacation Rentals Pool and Ocean View GORA,7624914,Laure,,Hollywood,25.98715,-80.11934,Entire home/apt,330,3,21,2022-08-03,0.47,35,290,12,
31409693,Endless Summer!!!,93937452,Yipsi,,Hollywood,25.99038,-80.1178,Entire home/apt,132,28,8,2022-02-04,0.17,1,122,2,
32141714,Blue Escape modern 1bdrm 2miles to Hollywood Beach,163367426,Pete And Vanessa,,Hollywood,26.01881,-80.14512,Entire home/apt,96,7,86,2022-12-22,1.82,7,287,12,
31412429,Millionaire Vacation Mansion Home Pool Spa Beach,235287572,Iouri,,Hollywood,26.01089,-80.12428,Entire home/apt,1659,3,56,2022-10-10,1.19,1,139,10,
32569925,the Cruise Spot,109689246,Mrpolo,,Dania Beach,26.05217,-80.14137,Entire home/apt,450,2,4,2019-03-24,0.09,5,4,0,
32571347,"Palm-Aire, Fort Lauderdale, FL, 2 Bedroom Z #2",10981379,Jan,,Pompano Beach,26.22622,-80.15857,Entire home/apt,258,2,0,,,23,4,0,
32147474,Lindo departamento con salida al mar!,29028383,Amden,,Hollywood,25.98804,-80.11788,Entire home/apt,352,4,4,2022-04-29,0.32,5,280,3,
32571365,"Palm-Aire, Fort Lauderdale, FL, 2 Bedroom Dlx Z #2",10981379,Jan,,Pompano Beach,26.22622,-80.15857,Entire home/apt,258,2,1,2019-11-03,0.03,23,15,0,
31435174,Best Area Spacious 4BR Heated Pool Mins To Beach,27675106,Hollywood Vacation Rentals,,Hollywood,26.004868,-80.124756,Entire home/apt,840,4,45,2022-10-19,0.96,40,344,10,
31440109,2 BR HYDE ALL-SUITE RESORT  with Gym & Pool!,68431422,Eli,,Hollywood,25.9877,-80.11899,Entire home/apt,571,1,6,2022-03-18,0.14,14,334,1,
32168361,Endless Summer,240153852,Tim & Becky,,Fort Lauderdale,26.14648,-80.11353,Entire home/apt,305,3,26,2022-11-24,0.55,1,305,4,
31445175,"Tropical 2BR with Pool,Garden,Tiki,BBQ,Pond for 6",16721304,Ronnie,,Pompano Beach,26.23189,-80.09238,Entire home/apt,413,1,17,2022-07-31,0.37,25,80,6,
32571753,New! Next to Las Olas • Heated Pool • 5BR,25947906,Melissa And David,,Fort Lauderdale,26.11386,-80.13697,Entire home/apt,1307,3,130,2022-11-14,2.78,1,175,25,
32173844,2BR/2BATH with Panoramic View at Beachwalk Resort!,148537888,Dianh,,Hallandale Beach,25.98658,-80.12381,Entire home/apt,503,2,0,,,17,241,0,
32574194,Waterfront home! Huge pool w/ spa+ private beach!,244797406,Jodie,,Lauderdale By The Sea,26.21535,-80.09377,Entire home/apt,440,7,49,2022-09-01,1.06,1,110,10,
31446494,🟢 Cozy & Comfortable Studio 🟢,120084293,Belkis,,Hollywood,26.01866,-80.18248,Entire home/apt,85,1,463,2022-12-18,9.59,2,142,78,
32191655,1 bedroom apartment at oceanmanor,44018370,Samantha,,Fort Lauderdale,26.17669,-80.09762,Private room,260,1,8,2022-03-19,0.17,9,352,3,
31447840,Cozy fort laud...2 bedrooms 1 bath..hot tub home.,37038660,Taylor,,Fort Lauderdale,26.14502,-80.14549,Entire home/apt,226,2,69,2022-12-05,1.44,16,362,10,
32577403,Worth Traveling| Balcony| Amazing Pool+ Gym+ Beach,110354593,Stay Sol,,Hollywood,26.01622,-80.11725,Entire home/apt,179,5,51,2022-12-18,1.15,53,349,15,
32201161,Habitacion cuadruple,129120009,Natalia,,Hallandale Beach,25.98692,-80.12354,Private room,180,1,4,2019-05-12,0.09,3,0,0,
32584442,Bay Front View |Rooftop Pool+ Gym & Hot Tub,110354593,Stay Sol,,Hollywood,26.01545,-80.11688,Private room,179,5,29,2022-10-25,0.62,53,309,5,
32207593,Studio Beachwalk Resort,33295885,Yarden,,Hallandale Beach,25.98698,-80.12305,Entire home/apt,171,30,1,2020-01-21,0.03,55,179,0,
32584680,Rooftop Pool– Hot Tub+ Gym+ Near Beach,110354593,Stay Sol,,Hollywood,26.01618,-80.11827,Private room,137,5,36,2022-12-19,0.78,53,355,1,
31461899,RiversideResort 2 BR | Pool | BBQ | Garden | Beach,16721304,Ronnie,,Pompano Beach,26.2315,-80.09302,Entire home/apt,449,1,15,2022-12-13,0.34,25,113,2,
31464621,Tropical 2 BR with Pool | BBQ | Garden | By Beach!,16721304,Ronnie,,Pompano Beach,26.23104,-80.09251,Entire home/apt,413,1,38,2022-11-16,0.84,25,107,3,
32213553,Pool-Close to Beach+Downtown+Airport-Private unit,93922918,Travis,,Fort Lauderdale,26.10772,-80.13616,Entire home/apt,219,5,73,2022-11-30,1.59,4,159,25,
31466639,"Top Fort Lauderdale Condo 7th floor - Private and Sanitized, hotel amenities, free parking for stays over 27 days, 400 ft from the beach. Hosted by Super Host!",66224640,Newman Hospitality,,Fort Lauderdale,26.12919,-80.10728,Entire home/apt,150,3,39,2022-08-29,0.85,51,310,12,
32584942,Best Stay–Rooftop Pool| Hollywood Beach+ Gym,110354593,Stay Sol,,Hollywood,26.01608,-80.11831,Entire home/apt,179,5,24,2022-08-14,0.52,53,363,7,
32215082,Panoramic view 1 bed at Beachwalk 27th Floor,130937953,Ammos Vacation Rentals,,Hallandale Beach,25.98569,-80.12223,Entire home/apt,329,2,24,2022-09-04,0.53,34,245,13,
32585232,Most Booked Apartment|Near Beach+ Rooftop Pool,110354593,Stay Sol,,Hollywood,26.01739,-80.11814,Entire home/apt,216,5,16,2022-02-02,0.34,53,347,4,
32585343,Balcony|Hollywood Beach Boardwalk+ Gym,110354593,Stay Sol,,Hollywood,26.01751,-80.11629,Entire home/apt,179,5,23,2022-09-16,0.50,53,363,5,
31468581,A Quite Palace,45556364,Chris,,Oakland Park,26.17958,-80.14411,Private room,40,1,84,2022-07-17,1.77,1,2,36,
32215167,Zen Vacation Rentals 1-Bedroom Ocean View Nati,7624914,Laure,,Hollywood,25.98767,-80.11931,Entire home/apt,326,3,18,2022-03-27,0.49,35,325,3,
31482675,2BR/2BATH with Ocean View Apt @ HYDE Beach Resort!,148537888,Dianh,,Hallandale Beach,25.98597,-80.11909,Private room,575,1,1,2020-02-20,0.03,17,157,0,
32585694,Hollywood Beach Boardwalk+ Rooftop Pool+ Gym,110354593,Stay Sol,,Hollywood,26.01744,-80.11696,Entire home/apt,192,5,15,2022-03-10,0.32,53,321,1,
32585844,Rooftop Pool |Amazing Bay View+ Gym,110354593,Stay Sol,,Hollywood,26.01561,-80.11741,Entire home/apt,281,5,15,2022-07-03,0.32,53,352,7,
32223657,Home Sweet Home with Pool and Basketball net,127592378,Jack And Darya,,Hollywood,26.02845,-80.18637,Entire home/apt,379,2,79,2022-12-19,1.83,1,321,22,
32594483,Quite paradise house,244714623,Jane,,Oakland Park,26.18243,-80.14277,Entire home/apt,211,1,83,2022-12-12,1.79,1,328,27,
31487165,beach lovers paradise,201593778,Peter,,Pompano Beach,26.25689,-80.08677,Entire home/apt,350,10,0,,,1,244,0,
32224632,"LUXURY STUDIO #14, CLOSE TO THE BEACH.",219844806,Maria,,Hollywood,26.00957,-80.11666,Entire home/apt,88,1,155,2022-11-20,3.30,18,154,39,
32239597,Efficiency city view at oceanmanor,44018370,Samantha,,Fort Lauderdale,26.17907,-80.09777,Private room,197,1,8,2022-11-06,0.17,9,321,4,
31487425,Luxury Apartment by the Beach,219548386,Rafael,,Hollywood,25.99224,-80.11735,Entire home/apt,150,20,20,2022-12-08,0.45,1,182,5,
32602260,Direct Beach / Intracoastal lifestyle,245066149,Denise,,Fort Lauderdale,26.12738,-80.10657,Entire home/apt,280,3,129,2022-12-11,2.80,1,66,26,
32268465,Cozy &Comfy Suite w/Private Entrance near Sawgrass,242132984,Patrice,,Sunrise,26.15348,-80.27793,Entire home/apt,53,2,48,2022-12-04,1.10,2,343,22,
32605824,WaterFront Room - next to beach.,245096543,Joanne,,Hollywood,26.02236,-80.11668,Private room,115,5,7,2021-07-26,0.15,3,0,0,
32606229,#4 Heated Pool+sunroom/office,4246703,Matthew,,Fort Lauderdale,26.08821,-80.15639,Entire home/apt,171,1,123,2022-10-24,2.64,70,173,21,
32288632,"Waterfront Vacation Home: heated Pool, 4 bed/3bath",240541667,Lincoln,,Wilton Manors,26.15587,-80.11993,Entire home/apt,259,180,15,2020-03-18,0.32,2,267,0,
31493321,"Super Clean, Comfy Bedroom in Private Home",1151607,Lela,,Lauderhill,26.18588,-80.26316,Private room,75,2,28,2022-11-05,0.58,1,173,1,
31494361,Beautiful Remodeled 2 bed room apartment on beach,5611017,Sergio,,Hallandale Beach,25.98691,-80.11814,Entire home/apt,225,2,48,2022-11-02,1.01,8,0,24,
32290881,Minute from the beach # 2,152162156,Amnon,,Fort Lauderdale,26.13094,-80.10399,Entire home/apt,149,1,182,2022-12-21,3.89,12,127,46,
31506425,remodeled three bedroom home close to everything,19891340,John,,Tamarac,26.22494,-80.28443,Entire home/apt,150,5,63,2021-07-27,1.42,1,181,0,
32607992,Sea Beach Plaza Beach Hotel JS,245122133,Sea Beach,,Fort Lauderdale,26.10926,-80.10829,Private room,284,1,7,2022-07-31,0.15,4,356,3,
32612524,Hollywood Beach Oceanfront Studio,88705081,Denise,,Hollywood,26.01069,-80.11544,Entire home/apt,170,7,0,,,2,7,0,
32291425,Minute from the beach # 3,152162156,Amnon,,Fort Lauderdale,26.13067,-80.1055,Entire home/apt,157,1,196,2022-12-17,4.19,12,211,49,
32291894,2 Bedroom Condo at Sea Garden Resort in Pompano,107559785,Dominic,,Pompano Beach,26.24166,-80.08827,Entire home/apt,313,1,1,2019-12-06,0.03,4,298,0,
32632902,Dolphin Isles #1 - Walk to Beach & Restaurants!,14501987,Andy,,Fort Lauderdale,26.16262,-80.10376,Entire home/apt,300,4,6,2020-07-22,0.14,21,313,0,
32860929,The Atlantic Hotel and Spa - 1 Bedroom Ocean View Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13086,-80.10312,Private room,464,2,3,2021-12-31,0.14,8,359,1,
32292750,Beautiful Beachplace Towers Retreat + Amenities,236664052,Chimera,,Fort Lauderdale,26.12318,-80.10455,Entire home/apt,600,3,1,2020-03-13,0.03,2,358,0,
32870152,Stunning lake view-beach*Casino* nightlife*Airport,81871248,Revitali,,Dania Beach,26.05423,-80.17359,Entire home/apt,294,1,63,2022-09-30,1.37,3,173,6,
32889000,Live like the rich and famous,247432005,Regina,,Lighthouse Point,26.29562,-80.08296,Entire home/apt,1800,7,0,,,1,0,0,
32633455,1 AMAZING LOCATION 1 MINUTES TO DEERFIELD BEACH!,111183741,Jorge,,Deerfield Beach,26.31697,-80.07824,Entire home/apt,178,3,27,2022-11-14,0.58,8,143,7,
32633890,Zen 2-Bedroom Ocean & Pool Views DIGA,7624914,Laure,,Hallandale Beach,25.98565,-80.11797,Entire home/apt,330,3,20,2022-11-26,0.57,35,338,11,
32293011,Beautiful Beachplace Towers Retreat +Amenities,236664052,Chimera,,Fort Lauderdale,26.12202,-80.10325,Entire home/apt,550,3,0,,,2,365,0,
32636239,"Dolphin Isles 2: Pool, Spa, & Walk to Beach & More",14501987,Andy,,Fort Lauderdale,26.16284,-80.10398,Entire home/apt,300,4,11,2022-01-25,0.24,21,296,1,
32643551,Miramar Luxe Private Room 1,133923620,Christie & Soraida,,Miramar,25.98201,-80.2328,Private room,57,2,80,2022-12-12,1.76,4,363,22,
32892768,Way west Miramar private room,204613729,Liz,,Miramar,25.95826,-80.40704,Private room,110,2,1,2019-03-09,0.02,2,0,0,
32900713,NEW REMODELED APARTMENT BEACH CONDO,247531051,Alejandra/Luis,,Hallandale Beach,25.98047,-80.12503,Entire home/apt,132,4,40,2021-11-07,0.87,1,2,0,
32301474,Panoramic Views Studio rental at Beachwalk  Miami 27th Floor,130937953,Ammos Vacation Rentals,,Hallandale Beach,25.98573,-80.12391,Entire home/apt,212,2,15,2022-10-20,0.32,34,161,5,
32912263,"Beautiful home w/ heated pool, 10 minutes to beach",237268053,Patrick,,Wilton Manors,26.16222,-80.12206,Entire home/apt,457,3,79,2022-10-29,1.70,3,131,11,
32645886,SWEET..hot tub home.. 2 bedroom 1 bath home..,37038660,Taylor,,Fort Lauderdale,26.145,-80.14684,Entire home/apt,220,2,36,2022-04-24,0.80,16,351,5,
32311261,Serenity Shores - Penthouse by the  Sea,242558656,David Allan,,Lauderdale By The Sea,26.19526,-80.09746,Entire home/apt,195,10,21,2022-05-28,0.46,6,71,4,
32658915,Awesome Deer Creek condo!,50997424,Mark,,Deerfield Beach,26.31755,-80.14432,Entire home/apt,144,11,9,2021-07-29,0.19,3,340,0,
32661016,Tuckers Beach House Fort Lauderdale!,441674,LuxuryVacationHomesFortLauderdale,,Fort Lauderdale,26.17938804626465,-80.09921264648438,Entire home/apt,2200,2,7,2021-03-22,0.16,20,365,0,
32912358,The Atlantic Hotel and Spa - 1 Bedroom Ocean View Suite ADA,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13132,-80.10449,Private room,478,2,0,,,8,355,0,
33486918,"Condo with limitless view of water, sunsets & city",31915983,Anne,,Fort Lauderdale,26.1315,-80.1093,Entire home/apt,166,180,0,,,1,358,0,
32912453,The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Family Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13088,-80.10318,Private room,770,2,0,,,8,313,0,
33489708,Lush Garden Houses and Gallery #60,252355359,Paul-Andre,,Oakland Park,26.17149,-80.14829,Entire home/apt,200,2,15,2020-03-18,0.34,2,0,0,
32912543,The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13261,-80.10304,Private room,550,2,0,,,8,339,0,
32912604,The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Suite 2 Queens,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13249,-80.10291,Private room,620,2,0,,,8,294,0,
32666756,Private room for rent,42941657,Ralph,,Cooper City,26.05272,-80.26972,Private room,61,1,131,2022-11-27,3.44,1,117,46,
33491754,Lush Garden house and Gallery #70,252355359,Paul-Andre,,Oakland Park,26.17029,-80.14654,Entire home/apt,186,2,6,2020-03-01,0.13,2,0,0,
33493405,Private! 5 min. walk to bars and Wilton Drive,13564928,Juan & Bob,,Wilton Manors,26.16206,-80.13904,Entire home/apt,116,2,37,2022-11-16,0.82,6,335,18,
32668141,Airy condo w/ shared pool & ocean views - walk to the beach,145210617,Vacasa Florida,,Fort Lauderdale,26.12726,-80.10758,Entire home/apt,305,5,22,2022-08-24,0.48,29,355,3,
32671597,Miramar Luxe Master Suite 3,133923620,Christie & Soraida,,Miramar,25.98024,-80.23093,Private room,66,2,69,2022-12-12,1.50,4,357,10,
32912672,The Atlantic Hotel and Spa - 1 Bedroom Panoramic View Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13091,-80.10394,Private room,442,2,1,2021-12-12,0.08,8,357,0,
33493943,"2/1 with pool, 5 min. walk to food and fun!",13564928,Juan & Bob,,Wilton Manors,26.163,-80.13897,Entire home/apt,268,3,39,2022-12-20,0.86,6,270,13,
32912808,The Atlantic Hotel and Spa - 2 Bedroom Oceanfront Penthouse Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13251,-80.10433,Private room,1681,2,0,,,8,347,0,
32684875,"★Spacious and Beachy★Close to Beach, Hot tub ★",596168,Guillermo,,Hollywood,25.99733,-80.13664,Entire home/apt,194,1,148,2022-09-09,3.21,8,41,33,
33508730,Lovely apartment in Hollywood Beach,128294304,Lorena,,Hollywood,26.00885,-80.11901,Entire home/apt,271,3,0,,,1,39,0,
32692839,ROOM PRIVATE.,191078113,Saai,,Plantation,26.12104,-80.26845,Private room,75,1,4,2020-01-27,0.09,1,0,0,
32912959,The Atlantic Hotel and Spa - 2 Bedroom Panoramic View Penthouse Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13141,-80.10268,Private room,1517,2,0,,,8,329,0,
32941053,★Cozy & Centrally located |Patio| HOT TUB★,596168,Guillermo,,Hallandale Beach,25.99493,-80.13765,Entire home/apt,181,1,135,2022-09-30,2.95,8,27,25,
33519610,Great boutique hotel KD,245122133,Sea Beach,,Fort Lauderdale,26.11012,-80.10883,Private room,179,1,12,2022-09-28,0.33,4,219,3,
32710089,Luxury 5-bedroom waterfront home with heated pool,91465364,Sunshine Vacation Rentals,,Deerfield Beach,26.30267,-80.08672,Entire home/apt,831,5,18,2022-07-05,0.41,7,267,5,
33550747,Unit G Sea&I  Private Room near Deerfield Beach,58759792,DesignedVR,,Deerfield Beach,26.30705,-80.08988,Entire home/apt,103,2,105,2022-11-03,2.47,8,281,34,
32723151,Minute from the beach # 5,152162156,Amnon,,Fort Lauderdale,26.13267,-80.10364,Entire home/apt,150,1,206,2022-12-18,4.45,12,162,56,
32734015,Charming and peaceful well located house!,10392619,Moises,,Pembroke Pines,26.01535,-80.35049,Entire home/apt,250,180,2,2021-07-19,0.06,1,363,0,
32952154,Marbella Birch Townhouse Close to the Beach,228206805,Florida Sands Luxury,,Fort Lauderdale,26.12849,-80.10636,Entire home/apt,370,29,0,,,13,271,0,
33558061,5 Star Pergola & Dine on Sun-Splashed Luxury Deck,229764405,Nir,,Dania Beach,26.05215,-80.17306,Entire home/apt,442,2,53,2022-05-10,1.18,6,245,4,
32952648,Marbella Riomar Townhouse Close to the Beach,228206805,Florida Sands Luxury,,Fort Lauderdale,26.12817,-80.10499,Entire home/apt,424,14,0,,,13,299,0,
32739867,"Deerfield Beach, next to Boca, close to Lauderdale",156445375,Vincent,,Deerfield Beach,26.30955,-80.07742,Entire home/apt,302,14,9,2021-08-08,0.25,4,2,0,
32740624,Cozy villa with heated pool close to the beach,246200234,Jannette,,Hollywood,26.02117,-80.13583,Entire home/apt,707,3,98,2022-11-27,2.13,2,344,26,
33559298,"Cute studio/2,5 miles to beach/Free Parking/BBQ/5",2252443,Reghina,,Hollywood,26.00424,-80.14216,Entire home/apt,112,2,23,2022-09-26,0.51,13,71,10,
32746795,Las Olas Blvd. Waterfront Apt,108186866,Gaby,,Fort Lauderdale,26.12176,-80.12294,Entire home/apt,221,1,244,2022-12-11,5.25,30,287,65,
32959838,Fort Lauderdale Beach Apartment,248052567,Ludovica,,Fort Lauderdale,26.13297,-80.10863,Entire home/apt,160,7,21,2022-04-22,0.45,2,21,2,
32959973,CH- Brand New Luxury Condo Just Steps From the Beach - 59086,33042137,Jose,,Hollywood,26.01755,-80.11767,Entire home/apt,341,2,5,2022-12-17,0.11,29,344,2,
33581565,Modern Ft Lauderdale Pool Home,136307195,David,,Fort Lauderdale,26.11171,-80.16461,Entire home/apt,314,3,87,2021-11-15,1.92,1,0,0,
32810450,Fort Lauderdale Waterfront private studio *wilton,44603388,Caroline,,Fort Lauderdale,26.14532,-80.12095,Private room,76,3,149,2022-12-13,3.22,1,51,34,
33590663,Seahorse Ranch | 3BR HEATED Pool Home near Beaches,248325506,Vito,,Fort Lauderdale,26.14465,-80.14192,Entire home/apt,217,4,199,2022-12-11,4.41,1,283,38,
32977588,"Home Away From Home! 2 Comfortable Units, Pool",174792040,RoomPicks By Victoria,,Fort Lauderdale,26.10746,-80.10551,Private room,1152,1,0,,,12,292,0,
33592946,Quiet Neighborhood,157193007,Irene,,Coconut Creek,26.29405,-80.18822,Private room,70,1,57,2022-12-22,1.26,2,163,10,
32978552,"The Perfect Vacation! Direct Beach Access, Pool!",174792040,RoomPicks By Victoria,,Fort Lauderdale,26.10814,-80.10626,Private room,576,1,3,2022-12-05,0.07,12,292,1,
32978993,"Relaxing Overnight Stay! 2 Classy Units, Pools",174792040,RoomPicks By Victoria,,Fort Lauderdale,26.10755,-80.10562,Private room,1153,1,1,2020-12-04,0.04,12,292,0,
32813598,"NEW LOOK...LUXURY STUDIO #13, CLOSE TO THE BEACH",219844806,Maria,,Hollywood,26.00956,-80.1177,Entire home/apt,118,1,113,2022-10-23,2.44,18,171,33,
32816408,Lugar tranquilo on the beach,223240132,Lucileia,,Deerfield Beach,26.29226,-80.12956,Private room,45,1,19,2019-11-30,0.41,3,0,0,
33592961,PRIVATE ROOM 7 MINUTES FROM FLL 🛩🚗RENTAL AVAIL,121488927,Penny,,Dania Beach,26.05119,-80.14166,Private room,69,1,154,2022-12-16,3.45,3,355,62,
32820216,"Water Front Close to Beach, shopping, airport.l",39289837,Nancy Eileen,,Hollywood,26.03107,-80.16234,Private room,44,1,0,,,1,0,0,
33593966,MASTER ROOM @DANIA 7 MINS FROM 🛩🚗RENTAL AVAIL,121488927,Penny,,Dania Beach,26.05001,-80.14216,Private room,62,1,127,2022-12-18,2.83,3,164,41,
32828322,Apt 9 Modern and Cozy Apt in East Fort Lauderdale,25512755,Rossana,,Fort Lauderdale,26.14262,-80.12661,Entire home/apt,115,2,165,2022-12-27,3.64,4,285,45,
32987558,Blue Bonita Your Beach Hideaway!,247080344,Scott,,Hollywood,26.01062,-80.11631,Entire home/apt,125,30,5,2020-02-06,0.11,1,262,0,
33620342,Boat & Captain | Waterfront Home | Heated Pool,9537787,Jonathan And Colleen,,Fort Lauderdale,26.09012,-80.18117,Entire home/apt,1350,3,56,2022-10-23,1.26,6,83,13,
32988317,Perfect spring break luxuary Stay,232566064,Anthony,,Davie,26.09247,-80.22428,Entire home/apt,1450,2,0,,,1,0,0,
32836684,"Cozy & Clean, Really Nice Studio Next to Airport",63473813,Ryder,,Dania Beach,26.05457,-80.14422,Entire home/apt,70,4,97,2022-12-12,2.13,4,299,26,
33635560,NEW 2 BEDROOMS CONDO BY SAWGRASS MALL,6204254,Florida Trend,,Plantation,26.12996,-80.31938,Entire home/apt,145,28,32,2022-04-16,0.71,5,121,4,
32839835,FORT LAUDERDALE PRIVATE STUDIO WITH KITCHEN,246884762,800,,Hollywood,26.00218,-80.14404,Entire home/apt,124,1,12,2020-10-25,0.28,2,0,0,
32990065,Classy beach condo in Hallandale Beach,34345742,"Bill, Heidi & Hebi",,Hallandale Beach,25.97735,-80.11984,Entire home/apt,165,30,2,2022-05-31,0.13,14,92,1,
33640137,The Beach Club Hallandale 49th floor amazing views,23612517,Gabriela,,Hallandale Beach,25.984911,-80.118347,Entire home/apt,129,30,3,2022-10-16,0.08,8,86,2,
32840691,Affordable 1Bdrm close to Hollywood Downtown/Beach,163367426,Pete And Vanessa,,Hollywood,26.01991,-80.14712,Entire home/apt,97,7,65,2022-10-23,1.44,7,265,13,
33643841,Private room for one person or couple,8346404,Lourdes,,Fort Lauderdale,26.13192,-80.11495,Private room,90,1,0,,,1,0,0,
32841800,The Place on Park,34607189,Nancy,,Dania Beach,26.05059,-80.14033,Entire home/apt,175,5,0,,,2,174,0,
32994581,Great place to relax,63237654,Susana,,Pembroke Pines,26.00485,-80.35729,Private room,150,5,7,2022-03-24,0.16,1,210,3,
33655952,Seabreeze Villa by the Sea - 5 min Walk to Beach!,95345600,Janet,,Lauderdale By The Sea,26.19145,-80.10056,Entire home/apt,395,3,79,2022-12-19,1.75,9,278,20,
33038281,The Oasis near the cruise & airport - By Avi,1538108,Avi,,Fort Lauderdale,26.08796,-80.152,Entire home/apt,172,5,68,2022-12-14,1.49,6,316,7,
32842067,Fort Lauderdale Downtown and Beaches-413,10791649,Lena,,Fort Lauderdale,26.11562,-80.17541,Entire home/apt,268,3,132,2022-12-08,2.85,6,291,47,
33658724,"Waterfront room next to beach, bottom floor.",245096543,Joanne,,Hollywood,26.02855,-80.12533,Private room,100,2,14,2021-09-06,0.31,3,0,0,
33659084,Efficiency Room with Kitchen,245096543,Joanne,,Hollywood,26.02871,-80.12506,Private room,100,5,4,2021-07-28,0.09,3,0,0,
